date,pathogen,group,amount
2022-12-11,Coronavirus SARS,Coronavirussen,0
2022-12-18,Coronavirus SARS,Coronavirussen,0
2022-12-25,Coronavirus SARS,Coronavirussen,0
2023-01-01,Coronavirus SARS,Coronavirussen,0
2023-01-08,Coronavirus SARS,Coronavirussen,0
2023-01-15,Coronavirus SARS,Coronavirussen,0
2023-01-22,Coronavirus SARS,Coronavirussen,0
2023-01-29,Coronavirus SARS,Coronavirussen,0
2023-02-05,Coronavirus SARS,Coronavirussen,0
2023-02-12,Coronavirus SARS,Coronavirussen,0
2023-02-19,Coronavirus SARS,Coronavirussen,0
2023-02-26,Coronavirus SARS,Coronavirussen,0
2023-03-05,Coronavirus SARS,Coronavirussen,0
2023-03-12,Coronavirus SARS,Coronavirussen,0
2023-03-19,Coronavirus SARS,Coronavirussen,0
2023-03-26,Coronavirus SARS,Coronavirussen,0
2023-04-02,Coronavirus SARS,Coronavirussen,0
2023-04-09,Coronavirus SARS,Coronavirussen,0
2023-04-16,Coronavirus SARS,Coronavirussen,0
2023-04-23,Coronavirus SARS,Coronavirussen,0
2023-04-30,Coronavirus SARS,Coronavirussen,0
2023-05-07,Coronavirus SARS,Coronavirussen,0
2023-05-14,Coronavirus SARS,Coronavirussen,0
2023-05-21,Coronavirus SARS,Coronavirussen,0
2023-05-28,Coronavirus SARS,Coronavirussen,0
2023-06-04,Coronavirus SARS,Coronavirussen,0
2023-06-11,Coronavirus SARS,Coronavirussen,0
2023-06-18,Coronavirus SARS,Coronavirussen,0
2023-06-25,Coronavirus SARS,Coronavirussen,0
2023-07-02,Coronavirus SARS,Coronavirussen,0
2023-07-09,Coronavirus SARS,Coronavirussen,0
2023-07-16,Coronavirus SARS,Coronavirussen,0
2023-07-23,Coronavirus SARS,Coronavirussen,0
2023-07-30,Coronavirus SARS,Coronavirussen,0
2023-08-06,Coronavirus SARS,Coronavirussen,0
2023-08-13,Coronavirus SARS,Coronavirussen,0
2023-08-20,Coronavirus SARS,Coronavirussen,0
2023-08-27,Coronavirus SARS,Coronavirussen,0
2023-09-03,Coronavirus SARS,Coronavirussen,0
2023-09-10,Coronavirus SARS,Coronavirussen,0
2023-09-17,Coronavirus SARS,Coronavirussen,0
2023-09-24,Coronavirus SARS,Coronavirussen,0
2023-10-01,Coronavirus SARS,Coronavirussen,0
2023-10-08,Coronavirus SARS,Coronavirussen,0
2023-10-15,Coronavirus SARS,Coronavirussen,0
2023-10-22,Coronavirus SARS,Coronavirussen,0
2023-10-29,Coronavirus SARS,Coronavirussen,0
2023-11-05,Coronavirus SARS,Coronavirussen,0
2023-11-12,Coronavirus SARS,Coronavirussen,0
2023-11-19,Coronavirus SARS,Coronavirussen,0
2023-11-26,Coronavirus SARS,Coronavirussen,0
2023-12-03,Coronavirus SARS,Coronavirussen,0
2023-12-10,Coronavirus SARS,Coronavirussen,0
2023-12-17,Coronavirus SARS,Coronavirussen,0
2023-12-24,Coronavirus SARS,Coronavirussen,0
2023-12-31,Coronavirus SARS,Coronavirussen,0
2024-01-07,Coronavirus SARS,Coronavirussen,0
2024-01-14,Coronavirus SARS,Coronavirussen,0
2024-01-21,Coronavirus SARS,Coronavirussen,0
2024-01-28,Coronavirus SARS,Coronavirussen,0
2024-02-04,Coronavirus SARS,Coronavirussen,0
2024-02-11,Coronavirus SARS,Coronavirussen,0
2024-02-18,Coronavirus SARS,Coronavirussen,0
2024-02-25,Coronavirus SARS,Coronavirussen,0
2024-03-03,Coronavirus SARS,Coronavirussen,0
2024-03-10,Coronavirus SARS,Coronavirussen,0
2024-03-17,Coronavirus SARS,Coronavirussen,0
2024-03-24,Coronavirus SARS,Coronavirussen,0
2024-03-31,Coronavirus SARS,Coronavirussen,0
2024-04-07,Coronavirus SARS,Coronavirussen,0
2024-04-14,Coronavirus SARS,Coronavirussen,0
2024-04-21,Coronavirus SARS,Coronavirussen,0
2024-04-28,Coronavirus SARS,Coronavirussen,0
2024-05-05,Coronavirus SARS,Coronavirussen,0
2024-05-12,Coronavirus SARS,Coronavirussen,0
2024-05-19,Coronavirus SARS,Coronavirussen,0
2024-05-26,Coronavirus SARS,Coronavirussen,0
2024-06-02,Coronavirus SARS,Coronavirussen,0
2024-06-09,Coronavirus SARS,Coronavirussen,0
2024-06-16,Coronavirus SARS,Coronavirussen,0
2024-06-23,Coronavirus SARS,Coronavirussen,0
2024-06-30,Coronavirus SARS,Coronavirussen,0
2024-07-07,Coronavirus SARS,Coronavirussen,0
2024-07-14,Coronavirus SARS,Coronavirussen,0
2024-07-21,Coronavirus SARS,Coronavirussen,0
2024-07-28,Coronavirus SARS,Coronavirussen,0
2024-08-04,Coronavirus SARS,Coronavirussen,0
2024-08-11,Coronavirus SARS,Coronavirussen,0
2024-08-18,Coronavirus SARS,Coronavirussen,0
2024-08-25,Coronavirus SARS,Coronavirussen,0
2024-09-01,Coronavirus SARS,Coronavirussen,0
2024-09-08,Coronavirus SARS,Coronavirussen,0
2024-09-15,Coronavirus SARS,Coronavirussen,0
2024-09-22,Coronavirus SARS,Coronavirussen,0
2024-09-29,Coronavirus SARS,Coronavirussen,0
2024-10-06,Coronavirus SARS,Coronavirussen,0
2024-10-13,Coronavirus SARS,Coronavirussen,0
2024-10-20,Coronavirus SARS,Coronavirussen,0
2024-10-27,Coronavirus SARS,Coronavirussen,0
2024-11-03,Coronavirus SARS,Coronavirussen,0
2024-11-10,Coronavirus SARS,Coronavirussen,0
2024-11-17,Coronavirus SARS,Coronavirussen,0
2024-11-24,Coronavirus SARS,Coronavirussen,0
2024-12-01,Coronavirus SARS,Coronavirussen,0
2024-12-08,Coronavirus SARS,Coronavirussen,0
2024-12-15,Coronavirus SARS,Coronavirussen,0
2024-12-22,Coronavirus SARS,Coronavirussen,0
2024-12-29,Coronavirus SARS,Coronavirussen,0
2025-01-05,Coronavirus SARS,Coronavirussen,0
2025-01-12,Coronavirus SARS,Coronavirussen,0
2025-01-19,Coronavirus SARS,Coronavirussen,0
2025-01-26,Coronavirus SARS,Coronavirussen,0
2025-02-02,Coronavirus SARS,Coronavirussen,0
2025-02-09,Coronavirus SARS,Coronavirussen,0
2025-02-16,Coronavirus SARS,Coronavirussen,0
2025-02-23,Coronavirus SARS,Coronavirussen,0
2025-03-02,Coronavirus SARS,Coronavirussen,0
2025-03-09,Coronavirus SARS,Coronavirussen,0
2025-03-16,Coronavirus SARS,Coronavirussen,0
2025-03-23,Coronavirus SARS,Coronavirussen,0
2025-03-30,Coronavirus SARS,Coronavirussen,0
2025-04-06,Coronavirus SARS,Coronavirussen,0
2025-04-13,Coronavirus SARS,Coronavirussen,0
2025-04-20,Coronavirus SARS,Coronavirussen,0
2025-04-27,Coronavirus SARS,Coronavirussen,0
2025-05-04,Coronavirus SARS,Coronavirussen,0
2025-05-11,Coronavirus SARS,Coronavirussen,0
2025-05-18,Coronavirus SARS,Coronavirussen,0
2025-05-25,Coronavirus SARS,Coronavirussen,0
2025-06-01,Coronavirus SARS,Coronavirussen,0
2025-06-08,Coronavirus SARS,Coronavirussen,0
2025-06-15,Coronavirus SARS,Coronavirussen,0
2025-06-22,Coronavirus SARS,Coronavirussen,0
2025-06-29,Coronavirus SARS,Coronavirussen,0
2025-07-06,Coronavirus SARS,Coronavirussen,0
2025-07-13,Coronavirus SARS,Coronavirussen,0
2025-07-20,Coronavirus SARS,Coronavirussen,0
2025-07-27,Coronavirus SARS,Coronavirussen,0
2025-08-03,Coronavirus SARS,Coronavirussen,0
2025-08-10,Coronavirus SARS,Coronavirussen,0
2025-08-17,Coronavirus SARS,Coronavirussen,0
2025-08-24,Coronavirus SARS,Coronavirussen,0
2025-08-31,Coronavirus SARS,Coronavirussen,0
2025-09-07,Coronavirus SARS,Coronavirussen,0
2025-09-14,Coronavirus SARS,Coronavirussen,0
2025-09-21,Coronavirus SARS,Coronavirussen,0
2025-09-28,Coronavirus SARS,Coronavirussen,0
2022-10-02,Parainfluenzavirus 1,Parainfluenzavirussen,2
2022-10-09,Parainfluenzavirus 1,Parainfluenzavirussen,4
2022-10-16,Parainfluenzavirus 1,Parainfluenzavirussen,2
2022-10-23,Parainfluenzavirus 1,Parainfluenzavirussen,0
2022-10-30,Parainfluenzavirus 1,Parainfluenzavirussen,1
2022-11-06,Parainfluenzavirus 1,Parainfluenzavirussen,2
2022-11-13,Parainfluenzavirus 1,Parainfluenzavirussen,1
2022-11-20,Parainfluenzavirus 1,Parainfluenzavirussen,2
2022-11-27,Parainfluenzavirus 1,Parainfluenzavirussen,0
2022-12-04,Parainfluenzavirus 1,Parainfluenzavirussen,0
2022-12-11,Parainfluenzavirus 1,Parainfluenzavirussen,1
2022-12-18,Parainfluenzavirus 1,Parainfluenzavirussen,1
2022-12-25,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-01-01,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-01-08,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-01-15,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-01-22,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-01-29,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-02-05,Parainfluenzavirus 1,Parainfluenzavirussen,1
2023-02-12,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-02-19,Parainfluenzavirus 1,Parainfluenzavirussen,1
2023-02-26,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-03-05,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-03-12,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-03-19,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-03-26,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-04-02,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-04-09,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-04-16,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-04-23,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-04-30,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-05-07,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-05-14,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-05-21,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-05-28,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-06-04,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-06-11,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-06-18,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-06-25,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-07-02,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-07-09,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-07-16,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-07-23,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-07-30,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-08-06,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-08-13,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-08-20,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-08-27,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-09-03,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-09-10,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-09-17,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-09-24,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-10-01,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-10-08,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-10-15,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-10-22,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-10-29,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-11-05,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-11-12,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-11-19,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-11-26,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-12-03,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-12-10,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-12-17,Parainfluenzavirus 1,Parainfluenzavirussen,1
2023-12-24,Parainfluenzavirus 1,Parainfluenzavirussen,0
2023-12-31,Parainfluenzavirus 1,Parainfluenzavirussen,0
2024-01-07,Parainfluenzavirus 1,Parainfluenzavirussen,0
2024-01-14,Parainfluenzavirus 1,Parainfluenzavirussen,0
2024-01-21,Parainfluenzavirus 1,Parainfluenzavirussen,0
2024-01-28,Parainfluenzavirus 1,Parainfluenzavirussen,1
2024-02-04,Parainfluenzavirus 1,Parainfluenzavirussen,0
2024-02-11,Parainfluenzavirus 1,Parainfluenzavirussen,0
2024-02-18,Parainfluenzavirus 1,Parainfluenzavirussen,0
2024-02-25,Parainfluenzavirus 1,Parainfluenzavirussen,0
2024-03-03,Parainfluenzavirus 1,Parainfluenzavirussen,1
2024-03-10,Parainfluenzavirus 1,Parainfluenzavirussen,0
2024-03-17,Parainfluenzavirus 1,Parainfluenzavirussen,0
2024-03-24,Parainfluenzavirus 1,Parainfluenzavirussen,0
2024-03-31,Parainfluenzavirus 1,Parainfluenzavirussen,0
2024-04-07,Parainfluenzavirus 1,Parainfluenzavirussen,0
2024-04-14,Parainfluenzavirus 1,Parainfluenzavirussen,1
2024-04-21,Parainfluenzavirus 1,Parainfluenzavirussen,0
2024-04-28,Parainfluenzavirus 1,Parainfluenzavirussen,0
2024-05-05,Parainfluenzavirus 1,Parainfluenzavirussen,1
2024-05-12,Parainfluenzavirus 1,Parainfluenzavirussen,0
2024-05-19,Parainfluenzavirus 1,Parainfluenzavirussen,1
2024-05-26,Parainfluenzavirus 1,Parainfluenzavirussen,0
2024-06-02,Parainfluenzavirus 1,Parainfluenzavirussen,1
2024-06-09,Parainfluenzavirus 1,Parainfluenzavirussen,0
2024-06-16,Parainfluenzavirus 1,Parainfluenzavirussen,1
2024-06-23,Parainfluenzavirus 1,Parainfluenzavirussen,0
2024-06-30,Parainfluenzavirus 1,Parainfluenzavirussen,1
2024-07-07,Parainfluenzavirus 1,Parainfluenzavirussen,1
2024-07-14,Parainfluenzavirus 1,Parainfluenzavirussen,0
2024-07-21,Parainfluenzavirus 1,Parainfluenzavirussen,0
2024-07-28,Parainfluenzavirus 1,Parainfluenzavirussen,1
2024-08-04,Parainfluenzavirus 1,Parainfluenzavirussen,0
2024-08-11,Parainfluenzavirus 1,Parainfluenzavirussen,0
2024-08-18,Parainfluenzavirus 1,Parainfluenzavirussen,0
2024-08-25,Parainfluenzavirus 1,Parainfluenzavirussen,0
2024-09-01,Parainfluenzavirus 1,Parainfluenzavirussen,0
2024-09-08,Parainfluenzavirus 1,Parainfluenzavirussen,0
2024-09-15,Parainfluenzavirus 1,Parainfluenzavirussen,0
2024-09-22,Parainfluenzavirus 1,Parainfluenzavirussen,0
2024-09-29,Parainfluenzavirus 1,Parainfluenzavirussen,2
2024-10-06,Parainfluenzavirus 1,Parainfluenzavirussen,1
2024-10-13,Parainfluenzavirus 1,Parainfluenzavirussen,3
2024-10-20,Parainfluenzavirus 1,Parainfluenzavirussen,2
2024-10-27,Parainfluenzavirus 1,Parainfluenzavirussen,1
2024-11-03,Parainfluenzavirus 1,Parainfluenzavirussen,1
2024-11-10,Parainfluenzavirus 1,Parainfluenzavirussen,1
2024-11-17,Parainfluenzavirus 1,Parainfluenzavirussen,2
2024-11-24,Parainfluenzavirus 1,Parainfluenzavirussen,0
2024-12-01,Parainfluenzavirus 1,Parainfluenzavirussen,1
2024-12-08,Parainfluenzavirus 1,Parainfluenzavirussen,1
2024-12-15,Parainfluenzavirus 1,Parainfluenzavirussen,1
2024-12-22,Parainfluenzavirus 1,Parainfluenzavirussen,0
2024-12-29,Parainfluenzavirus 1,Parainfluenzavirussen,0
2025-01-05,Parainfluenzavirus 1,Parainfluenzavirussen,0
2025-01-12,Parainfluenzavirus 1,Parainfluenzavirussen,0
2025-01-19,Parainfluenzavirus 1,Parainfluenzavirussen,0
2025-01-26,Parainfluenzavirus 1,Parainfluenzavirussen,2
2025-02-02,Parainfluenzavirus 1,Parainfluenzavirussen,2
2025-02-09,Parainfluenzavirus 1,Parainfluenzavirussen,0
2025-02-16,Parainfluenzavirus 1,Parainfluenzavirussen,2
2025-02-23,Parainfluenzavirus 1,Parainfluenzavirussen,0
2025-03-02,Parainfluenzavirus 1,Parainfluenzavirussen,0
2025-03-09,Parainfluenzavirus 1,Parainfluenzavirussen,2
2025-03-16,Parainfluenzavirus 1,Parainfluenzavirussen,0
2025-03-23,Parainfluenzavirus 1,Parainfluenzavirussen,1
2025-03-30,Parainfluenzavirus 1,Parainfluenzavirussen,0
2025-04-06,Parainfluenzavirus 1,Parainfluenzavirussen,0
2025-04-13,Parainfluenzavirus 1,Parainfluenzavirussen,0
2025-04-20,Parainfluenzavirus 1,Parainfluenzavirussen,1
2025-04-27,Parainfluenzavirus 1,Parainfluenzavirussen,1
2025-05-04,Parainfluenzavirus 1,Parainfluenzavirussen,1
2025-05-11,Parainfluenzavirus 1,Parainfluenzavirussen,1
2025-05-18,Parainfluenzavirus 1,Parainfluenzavirussen,1
2025-05-25,Parainfluenzavirus 1,Parainfluenzavirussen,0
2025-06-01,Parainfluenzavirus 1,Parainfluenzavirussen,1
2025-06-08,Parainfluenzavirus 1,Parainfluenzavirussen,1
2025-06-15,Parainfluenzavirus 1,Parainfluenzavirussen,1
2025-06-22,Parainfluenzavirus 1,Parainfluenzavirussen,1
2025-06-29,Parainfluenzavirus 1,Parainfluenzavirussen,0
2025-07-06,Parainfluenzavirus 1,Parainfluenzavirussen,1
2025-07-13,Parainfluenzavirus 1,Parainfluenzavirussen,1
2025-07-20,Parainfluenzavirus 1,Parainfluenzavirussen,1
2025-07-27,Parainfluenzavirus 1,Parainfluenzavirussen,2
2025-08-03,Parainfluenzavirus 1,Parainfluenzavirussen,0
2025-08-10,Parainfluenzavirus 1,Parainfluenzavirussen,0
2025-08-17,Parainfluenzavirus 1,Parainfluenzavirussen,0
2025-08-24,Parainfluenzavirus 1,Parainfluenzavirussen,1
2025-08-31,Parainfluenzavirus 1,Parainfluenzavirussen,0
2025-09-07,Parainfluenzavirus 1,Parainfluenzavirussen,0
2025-09-14,Parainfluenzavirus 1,Parainfluenzavirussen,0
2025-09-21,Parainfluenzavirus 1,Parainfluenzavirussen,0
2025-09-28,Parainfluenzavirus 1,Parainfluenzavirussen,0
2022-10-02,Parainfluenzavirus 2,Parainfluenzavirussen,0
2022-10-09,Parainfluenzavirus 2,Parainfluenzavirussen,0
2022-10-16,Parainfluenzavirus 2,Parainfluenzavirussen,1
2022-10-23,Parainfluenzavirus 2,Parainfluenzavirussen,1
2022-10-30,Parainfluenzavirus 2,Parainfluenzavirussen,0
2022-11-06,Parainfluenzavirus 2,Parainfluenzavirussen,0
2022-11-13,Parainfluenzavirus 2,Parainfluenzavirussen,0
2022-11-20,Parainfluenzavirus 2,Parainfluenzavirussen,0
2022-11-27,Parainfluenzavirus 2,Parainfluenzavirussen,0
2022-12-04,Parainfluenzavirus 2,Parainfluenzavirussen,0
2022-12-11,Parainfluenzavirus 2,Parainfluenzavirussen,0
2022-12-18,Parainfluenzavirus 2,Parainfluenzavirussen,0
2022-12-25,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-01-01,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-01-08,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-01-15,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-01-22,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-01-29,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-02-05,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-02-12,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-02-19,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-02-26,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-03-05,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-03-12,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-03-19,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-03-26,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-04-02,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-04-09,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-04-16,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-04-23,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-04-30,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-05-07,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-05-14,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-05-21,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-05-28,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-06-04,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-06-11,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-06-18,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-06-25,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-07-02,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-07-09,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-07-16,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-07-23,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-07-30,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-08-06,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-08-13,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-08-20,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-08-27,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-09-03,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-09-10,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-09-17,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-09-24,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-10-01,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-10-08,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-10-15,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-10-22,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-10-29,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-11-05,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-11-12,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-11-19,Parainfluenzavirus 2,Parainfluenzavirussen,1
2023-11-26,Parainfluenzavirus 2,Parainfluenzavirussen,1
2023-12-03,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-12-10,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-12-17,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-12-24,Parainfluenzavirus 2,Parainfluenzavirussen,0
2023-12-31,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-01-07,Parainfluenzavirus 2,Parainfluenzavirussen,1
2024-01-14,Parainfluenzavirus 2,Parainfluenzavirussen,1
2024-01-21,Parainfluenzavirus 2,Parainfluenzavirussen,1
2024-01-28,Parainfluenzavirus 2,Parainfluenzavirussen,2
2024-02-04,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-02-11,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-02-18,Parainfluenzavirus 2,Parainfluenzavirussen,1
2024-02-25,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-03-03,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-03-10,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-03-17,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-03-24,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-03-31,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-04-07,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-04-14,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-04-21,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-04-28,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-05-05,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-05-12,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-05-19,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-05-26,Parainfluenzavirus 2,Parainfluenzavirussen,1
2024-06-02,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-06-09,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-06-16,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-06-23,Parainfluenzavirus 2,Parainfluenzavirussen,1
2024-06-30,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-07-07,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-07-14,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-07-21,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-07-28,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-08-04,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-08-11,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-08-18,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-08-25,Parainfluenzavirus 2,Parainfluenzavirussen,1
2024-09-01,Parainfluenzavirus 2,Parainfluenzavirussen,1
2024-09-08,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-09-15,Parainfluenzavirus 2,Parainfluenzavirussen,1
2024-09-22,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-09-29,Parainfluenzavirus 2,Parainfluenzavirussen,1
2024-10-06,Parainfluenzavirus 2,Parainfluenzavirussen,1
2024-10-13,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-10-20,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-10-27,Parainfluenzavirus 2,Parainfluenzavirussen,1
2024-11-03,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-11-10,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-11-17,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-11-24,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-12-01,Parainfluenzavirus 2,Parainfluenzavirussen,2
2024-12-08,Parainfluenzavirus 2,Parainfluenzavirussen,2
2024-12-15,Parainfluenzavirus 2,Parainfluenzavirussen,1
2024-12-22,Parainfluenzavirus 2,Parainfluenzavirussen,0
2024-12-29,Parainfluenzavirus 2,Parainfluenzavirussen,2
2025-01-05,Parainfluenzavirus 2,Parainfluenzavirussen,0
2025-01-12,Parainfluenzavirus 2,Parainfluenzavirussen,1
2025-01-19,Parainfluenzavirus 2,Parainfluenzavirussen,1
2025-01-26,Parainfluenzavirus 2,Parainfluenzavirussen,0
2025-02-02,Parainfluenzavirus 2,Parainfluenzavirussen,0
2025-02-09,Parainfluenzavirus 2,Parainfluenzavirussen,0
2025-02-16,Parainfluenzavirus 2,Parainfluenzavirussen,0
2025-02-23,Parainfluenzavirus 2,Parainfluenzavirussen,0
2025-03-02,Parainfluenzavirus 2,Parainfluenzavirussen,0
2025-03-09,Parainfluenzavirus 2,Parainfluenzavirussen,0
2025-03-16,Parainfluenzavirus 2,Parainfluenzavirussen,0
2025-03-23,Parainfluenzavirus 2,Parainfluenzavirussen,0
2025-03-30,Parainfluenzavirus 2,Parainfluenzavirussen,0
2025-04-06,Parainfluenzavirus 2,Parainfluenzavirussen,0
2025-04-13,Parainfluenzavirus 2,Parainfluenzavirussen,0
2025-04-20,Parainfluenzavirus 2,Parainfluenzavirussen,0
2025-04-27,Parainfluenzavirus 2,Parainfluenzavirussen,0
2025-05-04,Parainfluenzavirus 2,Parainfluenzavirussen,0
2025-05-11,Parainfluenzavirus 2,Parainfluenzavirussen,0
